Student Name,Student ID,Major
Christopher Hardin,SID80570,Mathematics
Thomas Ho,SID80571,Mathematics
Andrea Gonzalez,SID80572,Physics
Craig Mcgrath,SID80573,Literature
Alexis Marshall,SID80574,Economics
Carl Brown DDS,SID80575,Economics
Caitlin Owens,SID80576,Engineering
Dr. Katherine Gillespie DDS,SID80577,Computer Science
Melissa Zuniga,SID80578,Economics
Justin King,SID80579,Biology
Michael Harris,SID80580,Computer Science
Shannon Smith,SID80581,Physics
Matthew Carter,SID80582,Computer Science
Melissa Hill,SID80583,Physics
Brian Haynes,SID80584,Literature
Aaron Smith,SID80585,Engineering
Andrew Merritt,SID80586,Physics
Ashley Merritt,SID80587,Physics
Lindsey Williams,SID80588,Engineering
Jonathan Smith,SID80589,Biology
Lisa Hernandez,SID80590,Mathematics
Jessica Cherry,SID80591,Literature
David Wright Jr.,SID80592,Literature
Katherine Haley,SID80593,Economics
Andrew Greer,SID80594,Art
Shannon Alvarez,SID80595,Physics
Angela Bennett,SID80596,Computer Science
Jeffrey Rivera,SID80597,Psychology
Frank Thompson,SID80598,Biology
Jessica Black,SID80599,Biology
Paul Reyes,SID80600,Mathematics
Kaitlyn Anderson,SID80601,Medicine
Robert Adams,SID80602,Engineering
Lydia Flowers,SID80603,Medicine
Melissa Griffin,SID80604,Philosophy
Rebecca Hancock,SID80605,Mathematics
Jackson Rogers,SID80606,Computer Science
Susan Ford,SID80607,Computer Science
Rebecca Hart,SID80608,Computer Science
Tiffany Wilson,SID80609,Mathematics
Vanessa Rowland,SID80610,Economics
Alexandria Wilson,SID80611,Biology
Candice Taylor,SID80612,Medicine
Margaret Turner,SID80613,Economics
Amanda Fernandez,SID80614,Mathematics
Cameron Rich,SID80615,Literature
Tammy Lloyd,SID80616,Computer Science
Jeffrey Abbott,SID80617,Art
Vanessa Cannon,SID80618,Medicine
Gary Lowe,SID80619,Economics
Gabriel Vega,SID80620,Computer Science
Jerry Green,SID80621,Philosophy
Sonya Avila,SID80622,Physics
Mrs. Barbara Schaefer MD,SID80623,Computer Science
Roberto Wilkerson,SID80624,Art
Samuel Riddle,SID80625,Engineering
John Singh,SID80626,Medicine
Ronald Sullivan,SID80627,Computer Science
Fred West,SID80628,Computer Science
Charlene Weaver,SID80629,Physics
Victoria Maldonado,SID80630,Philosophy
Samuel Fox,SID80631,Psychology
Jonathan Sparks,SID80632,Physics
Barry Evans,SID80633,Physics
Rachel Allen,SID80634,Computer Science
Robert Best,SID80635,Medicine
Crystal Pierce,SID80636,Psychology
Shane Lloyd,SID80637,Biology
Caroline Cook,SID80638,Medicine
Teresa Wilson,SID80639,Literature
William Reilly,SID80640,Psychology
Suzanne Kidd,SID80641,History
Colton Vasquez,SID80642,Computer Science
Joanna Oconnor,SID80643,Physics
Bryan Jenkins,SID80644,Literature
Kevin Young,SID80645,Medicine
Shelby Martin,SID80646,Medicine
Cassandra Hernandez,SID80647,Medicine
Jerry Hood,SID80648,Literature
Michelle Larson,SID80649,Computer Science
Bryan Goodman,SID80650,Medicine
John Arnold,SID80651,Mathematics
Ashley Watson,SID80652,Biology
Benjamin Hammond,SID80653,History
Marcus Stanley,SID80654,History
Bob Gomez,SID80655,Economics
Mr. Daniel Johnson,SID80656,Mathematics
Clinton Leblanc,SID80657,Medicine
Donna Torres,SID80658,Philosophy
Mrs. Jennifer Oneill,SID80659,History
Ryan Perez,SID80660,Art
Keith Whitehead,SID80661,Mathematics
Bobby Marks,SID80662,Philosophy
Matthew Stewart,SID80663,Engineering
Julie Wilson,SID80664,Computer Science
Steven Torres,SID80665,Medicine
Misty Cooper,SID80666,Medicine
Laura Bass,SID80667,Literature
Matthew Maldonado,SID80668,Engineering
Jesus Ibarra,SID80669,Biology
Fernando Macdonald DVM,SID80670,History
Carrie Bernard,SID80671,Computer Science
Theresa Bass,SID80672,Literature
Andrew Freeman,SID80673,Mathematics
Christopher Watkins,SID80674,Computer Science
Tonya Gillespie,SID80675,Medicine
Eric Jones,SID80676,Engineering
Adam Preston,SID80677,Economics
William Howard,SID80678,Literature
Brian Morgan,SID80679,History
Marilyn Elliott,SID80680,Mathematics
Heidi Peters,SID80681,Physics
Kara Christian,SID80682,Biology
Nathan Foster,SID80683,Literature
Lorraine Harmon,SID80684,Computer Science
Alison Francis,SID80685,History
Jacqueline Wright,SID80686,History
Joseph Griffin,SID80687,Computer Science
Monique Oliver,SID80688,Philosophy
Misty Valenzuela,SID80689,Economics
Michael Gallegos,SID80690,Mathematics
Kathleen Wood,SID80691,Philosophy
Julia Reid,SID80692,Medicine
Debbie Gould,SID80693,Economics
Jennifer Hernandez,SID80694,Medicine
Derek Robbins,SID80695,Mathematics
James Vance,SID80696,Physics
Harry Maldonado,SID80697,Engineering
Micheal Jones,SID80698,Engineering
Anthony Coleman,SID80699,Engineering
Brian Martinez,SID80700,Philosophy
Antonio Rodriguez,SID80701,Mathematics
James Wagner,SID80702,Biology
Mikayla Coleman,SID80703,Economics
Adrian Rodriguez,SID80704,Philosophy
Denise Miller,SID80705,Mathematics
Rebecca Anderson,SID80706,Medicine
Michelle Brown,SID80707,Psychology
Daniel Jackson,SID80708,Computer Science
Dalton Aguilar,SID80709,Economics
Debra Crane,SID80710,Physics
Deborah Anderson,SID80711,Biology
Gregory Hall,SID80712,Physics
Sandy Hickman,SID80713,Physics
Nicholas Adams,SID80714,Art
Erika Hansen,SID80715,Physics
Debra Mcmahon,SID80716,Literature
Jerome French,SID80717,Computer Science
Justin Hampton,SID80718,Art
Dakota Clark,SID80719,Engineering
Matthew Bell,SID80720,Psychology
Thomas Macias,SID80721,Engineering
Kevin Levine,SID80722,Biology
Danielle Anderson,SID80723,Economics
Sandra Hanson,SID80724,History
Stephen Steele,SID80725,Physics
Michael Baldwin,SID80726,Psychology
Daniel Evans,SID80727,Psychology
Brittany Francis,SID80728,Engineering
David Taylor,SID80729,Medicine
Daniel Barnes,SID80730,Computer Science
Caitlin Watson,SID80731,Engineering
Michael Aguirre,SID80732,Psychology
Juan Smith,SID80733,Biology
Kayla Weiss,SID80734,Computer Science
David Hester,SID80735,Physics
Lindsay Edwards,SID80736,Engineering
Robert Mendoza,SID80737,Economics
Brandon Marshall,SID80738,Economics
Kathryn Garrett,SID80739,Engineering
Sonia Hayes,SID80740,Biology
Peggy Sanchez,SID80741,Medicine
Vickie Ritter,SID80742,Engineering
Kathryn Stephens,SID80743,Medicine
Jason Townsend,SID80744,History
Lawrence Andrews,SID80745,History
Dr. Molly Aguilar,SID80746,Psychology
Rodney Page,SID80747,Philosophy
Danielle Bowen,SID80748,History
Ralph Duncan,SID80749,Physics
Valerie Osborn,SID80750,Philosophy
Stephanie Luna,SID80751,Biology
Justin Foster,SID80752,Medicine
Adam Lloyd,SID80753,Economics
Mary Peterson,SID80754,Computer Science
Danielle Barry,SID80755,Art
Seth Adams,SID80756,Literature
Thomas Curtis,SID80757,Art
Jeff Gonzales,SID80758,Philosophy
Tyler Martin,SID80759,Mathematics
Christine Wood,SID80760,Philosophy
Suzanne Lawrence,SID80761,Medicine
Catherine Johnson,SID80762,Physics
Steve Clark,SID80763,Mathematics
Tara Hunt MD,SID80764,Philosophy
Angelica Farley,SID80765,Economics
Gregory Boyd,SID80766,Engineering
Amy Stone,SID80767,Physics
Jorge Bailey,SID80768,Literature
Larry Ramirez,SID80769,Art
Michael Hahn,SID80770,History
Amber Gregory,SID80771,Biology
Andrew Booth,SID80772,Psychology
Christopher Cuevas,SID80773,Psychology
Misty Foley,SID80774,Computer Science
Mary Brown,SID80775,Art
Jasmine Myers,SID80776,Art
Eileen Rodriguez,SID80777,Engineering
Julie Calderon,SID80778,Literature
Amy Huerta,SID80779,Philosophy
Theresa Jenkins,SID80780,Philosophy
Kevin Moran,SID80781,Art
Christopher Stewart,SID80782,Philosophy
Melissa Bryant,SID80783,Computer Science
Robert Hall,SID80784,Art
Lauren Hunt,SID80785,Engineering
Jorge Young,SID80786,Psychology
Lisa Russell,SID80787,Physics
Jennifer Ellis,SID80788,Computer Science
Kevin Garcia,SID80789,Psychology
Amanda Cardenas,SID80790,Mathematics
Oscar Anderson,SID80791,Medicine
Andrew Clark,SID80792,Engineering
Jamie Wright,SID80793,Engineering
Nicholas Cook,SID80794,Physics
Rodney Crawford,SID80795,Medicine
Brandon Bradley,SID80796,Philosophy
Christine Jones,SID80797,Literature
Michael King,SID80798,History
James Ross,SID80799,Art
Joseph Ramos,SID80800,Mathematics
Amanda Hanson,SID80801,Engineering
Jody Cruz,SID80802,Physics
Holly Smith,SID80803,Philosophy
Colleen Castro,SID80804,Economics
Victor Castillo,SID80805,Medicine
Jonathon Williams MD,SID80806,Medicine
Christopher Cobb,SID80807,Philosophy
Tasha Paul,SID80808,Medicine
Gabrielle Zimmerman,SID80809,Biology
Emily Hayes,SID80810,Computer Science
Nancy Cox,SID80811,History
Joshua Benson,SID80812,Biology
Steve Wheeler,SID80813,History
Jessica Mercer,SID80814,Biology
Cynthia Warren,SID80815,Engineering
Rachael Mathis,SID80816,Medicine
James Fox,SID80817,Mathematics
Christina Johnson,SID80818,Literature
Alyssa Davis,SID80819,Medicine
Frank Johnson,SID80820,Art
Ashley Burke,SID80821,Computer Science
Sarah Hernandez,SID80822,Psychology
Duane Hill,SID80823,Literature
Willie Davis,SID80824,Engineering
Benjamin Cooper,SID80825,Medicine
Shannon Stein,SID80826,Mathematics
Mario Freeman,SID80827,Medicine
Barbara Hoffman,SID80828,Economics
Richard Watts,SID80829,Computer Science
Mitchell Boyd,SID80830,Philosophy
Kirsten Cherry,SID80831,Art
Antonio Townsend,SID80832,Psychology
Andrew Adams,SID80833,Mathematics
Elizabeth Rush,SID80834,Psychology
Robin Scott,SID80835,Mathematics
Mrs. Lori Rice,SID80836,Mathematics
Robert Roberts,SID80837,Medicine
Monica Stewart,SID80838,Psychology
Patrick Riley,SID80839,Literature
Deborah Anderson,SID80840,Physics
Deborah Lambert,SID80841,Mathematics
Alexander Shannon,SID80842,Engineering
Donald Thompson,SID80843,Psychology
Maxwell Morse,SID80844,Mathematics
Randy Martinez,SID80845,Engineering
Michael Lozano,SID80846,History
Cindy Jones,SID80847,Engineering
Julie Crawford,SID80848,Economics
Shane Jackson,SID80849,Medicine
Samantha Lee,SID80850,Computer Science
Sarah Krueger,SID80851,Biology
Christina Monroe,SID80852,Philosophy
Rebecca Martinez,SID80853,Mathematics
Becky Gilbert,SID80854,Literature
Joel Jackson,SID80855,Computer Science
Maria Young,SID80856,Medicine
Jennifer Cuevas,SID80857,Psychology
Tyler Miller,SID80858,Physics
Morgan Smith,SID80859,Literature
Danielle Calhoun,SID80860,Art
Richard Fletcher,SID80861,Psychology
Katrina Ballard,SID80862,Biology
Michele Campbell,SID80863,Computer Science
Bryan Richmond,SID80864,Computer Science
Barbara Meyer,SID80865,History
Kevin Rogers,SID80866,Physics
Kevin Cooper,SID80867,Economics
Morgan Smith,SID80868,Literature
Ashley Romero,SID80869,Literature
Dakota Williams,SID80870,Economics
Scott Best,SID80871,Art
Nicholas Miller,SID80872,Art
Albert Adams,SID80873,Philosophy
Christian Turner,SID80874,Medicine
John Moore,SID80875,Philosophy
Lisa Young,SID80876,Philosophy
Nicholas Cox,SID80877,Psychology
Cynthia Kane,SID80878,Philosophy
Alexander Young,SID80879,Engineering
Laura Miller,SID80880,Computer Science
Christopher Green,SID80881,Psychology
Maria Garcia,SID80882,Psychology
Douglas Pearson,SID80883,Physics
Sarah Mitchell,SID80884,Mathematics
Austin Smith,SID80885,Biology
James Vaughn,SID80886,Biology
Michael Andersen,SID80887,Art
Mary Bennett,SID80888,Engineering
Christine Barker,SID80889,Art
Heather Scott,SID80890,Biology
Paige Walters,SID80891,Physics
Michelle Turner,SID80892,Mathematics
Samantha Alexander,SID80893,Mathematics
Darius Perez,SID80894,Physics
Lucas Chase,SID80895,History
Gina Moore,SID80896,Psychology
Matthew Frazier,SID80897,Literature
Amy Jenkins,SID80898,Art
Jose Burgess,SID80899,Biology
Denise Carter,SID80900,Literature
Andrea Nunez,SID80901,Engineering
Eric Smith,SID80902,Biology
Mr. Corey Odonnell,SID80903,Psychology
David Hinton,SID80904,Medicine
Catherine Simmons,SID80905,Economics
John Schneider,SID80906,Philosophy
Lance Kline,SID80907,Mathematics
Jessica Gonzales,SID80908,Mathematics
Toni Pham,SID80909,Engineering
Wendy Jones,SID80910,Medicine
Scott Davenport,SID80911,Economics
Arthur Orr,SID80912,Literature
Thomas Murphy,SID80913,Literature
David Dillon,SID80914,Medicine
Charles Kirby,SID80915,Psychology
Kathleen Webster,SID80916,Physics
John Lopez,SID80917,Economics
John Acevedo,SID80918,Psychology
Tracy Nguyen,SID80919,Mathematics
Luis Gibbs,SID80920,Mathematics
Rickey Nichols,SID80921,Philosophy
Kathleen Dean,SID80922,Literature
Michaela Pope,SID80923,Engineering
Regina Johnson,SID80924,Economics
Charles Williams,SID80925,Physics
Rachel Carter,SID80926,Philosophy
Anita Allen,SID80927,History
Tina Miranda,SID80928,Psychology
Joshua Jones,SID80929,Literature
Autumn Bird,SID80930,Economics
Derrick Holland,SID80931,Economics
Joshua Cunningham,SID80932,Economics
Jesus Adams,SID80933,Biology
David Cummings,SID80934,Philosophy
Michelle Davis,SID80935,Philosophy
Amber Howard,SID80936,Art
Joseph Arias,SID80937,Psychology
Robert Rowe,SID80938,Art
Michael Moore,SID80939,Biology
John Garcia,SID80940,Mathematics
Brenda Wagner,SID80941,Psychology
Michael Gibson,SID80942,Medicine
Robert Mitchell,SID80943,Physics
James Beck,SID80944,Computer Science
Tracie Savage,SID80945,Psychology
Lauren Parker,SID80946,History
Tracy Garrison,SID80947,Mathematics
Amber Castillo,SID80948,Computer Science
Austin Morgan,SID80949,Psychology
Andrea Davis,SID80950,Philosophy
Samantha Miller,SID80951,Mathematics
Jennifer Case,SID80952,Computer Science
James Nixon,SID80953,Computer Science
Charles Weiss,SID80954,Biology
Robert Sanchez,SID80955,Philosophy
Ricky Le,SID80956,History
Beth Smith,SID80957,Psychology
John Brown,SID80958,Economics
Manuel Graves,SID80959,Philosophy
Melissa Turner,SID80960,Psychology
Danny Green,SID80961,Engineering
Karen Smith,SID80962,Biology
Dr. William Sanchez MD,SID80963,Mathematics
Dorothy Dawson,SID80964,Art
Brandon Kelley,SID80965,Computer Science
Becky Flores,SID80966,Psychology
Krystal Taylor,SID80967,Engineering
Tiffany Manning,SID80968,Literature
Christina Flores,SID80969,Art
Donna Brooks,SID80970,Engineering
Benjamin Ruiz,SID80971,Economics
Susan Murray,SID80972,Psychology
Sarah Cooper,SID80973,Mathematics
Jay Reynolds,SID80974,Mathematics
Joseph Garcia,SID80975,Art
James Cohen,SID80976,Mathematics
Lisa Cross,SID80977,Physics
Ashley Garcia,SID80978,Computer Science
Mandy Macdonald,SID80979,Engineering
Jesse Bowman,SID80980,Psychology
Amanda Dunn,SID80981,Psychology
Robert Glass,SID80982,Art
Dawn Davis,SID80983,History
Dana Sanders,SID80984,Psychology
Jason Bowman,SID80985,Computer Science
Jared Walton,SID80986,Philosophy
Carolyn Brown DDS,SID80987,Literature
Alexis Smith,SID80988,Philosophy
Sandra Collins,SID80989,Physics
Larry White,SID80990,Mathematics
Melissa Johnson,SID80991,Biology
Jennifer Hale,SID80992,Economics
Tiffany Morales,SID80993,Literature
Charles Rodriguez,SID80994,History
Travis Clark,SID80995,Engineering
Kathryn Williamson,SID80996,Computer Science
Gerald Little III,SID80997,Biology
Troy Reed,SID80998,Psychology
David Morrison PhD,SID80999,Philosophy
Nicole Adams,SID81000,Philosophy
Scott Collins,SID81001,History
Jennifer Alexander,SID81002,Philosophy
Diana Miller,SID81003,Psychology
James Clark,SID81004,Biology
Christopher Jones,SID81005,Medicine
Tabitha Jones DDS,SID81006,Economics
Shannon May,SID81007,Medicine
Richard Caldwell,SID81008,Medicine
Amanda Rodriguez,SID81009,Economics
Joshua Miller,SID81010,Philosophy
Richard Baker,SID81011,Medicine
Christine Roman,SID81012,Computer Science
Donna Patterson,SID81013,Literature
Hunter Phillips,SID81014,Economics
Pamela White,SID81015,Economics
Alexandra Randall,SID81016,Physics
Justin Pope,SID81017,Art
Pamela Jackson,SID81018,Mathematics
Christine Warren,SID81019,Art
Timothy Miller,SID81020,Philosophy
Brian Lloyd,SID81021,Biology
Holly Ross,SID81022,Medicine
Lindsey Jenkins,SID81023,Art
Caleb Smith,SID81024,Mathematics
Amanda Bonilla,SID81025,Mathematics
Tiffany Austin,SID81026,Computer Science
Dawn Dixon,SID81027,History
Jesse Tyler,SID81028,Economics
Cathy Johnson,SID81029,History
Jessica Dudley,SID81030,Psychology
Kim Mueller,SID81031,Physics
Dana Allison,SID81032,Computer Science
Patricia Mcguire,SID81033,Psychology
James Phillips,SID81034,History
Don Perry,SID81035,Medicine
Bobby Soto,SID81036,Art
Penny Hess,SID81037,History
Bill Marshall,SID81038,Philosophy
Jennifer Johnson,SID81039,Literature
Francisco Grant DVM,SID81040,Computer Science
Cassandra Vincent,SID81041,Physics
Megan Walker,SID81042,Literature
Christy Sullivan,SID81043,History
Bethany Fuentes,SID81044,Psychology
Abigail Keller,SID81045,Psychology
Thomas Durham,SID81046,Mathematics
Madison Hughes,SID81047,History
Julia Bonilla,SID81048,Engineering
Kim Kaiser,SID81049,Literature
Michelle Wilson,SID81050,Physics
Terri Barnes,SID81051,Economics
Joe Hernandez,SID81052,Art
Christopher Wolfe,SID81053,Literature
Cheryl Norman,SID81054,Engineering
Sally Young,SID81055,Mathematics
Michael Chapman,SID81056,Literature
Taylor Nelson,SID81057,Computer Science
Zachary Stokes,SID81058,Computer Science
Jason Oliver,SID81059,Biology
Stephen Wilson,SID81060,Economics
Linda Sanchez,SID81061,Psychology
Christina Hernandez,SID81062,Philosophy
Kimberly Lewis,SID81063,Medicine
Hannah Campbell,SID81064,Psychology
Jessica Alexander,SID81065,Engineering
Brandon Smith,SID81066,Psychology
Bradley Brown,SID81067,History
Shannon Mccormick,SID81068,Art
Francisco Anthony,SID81069,Medicine
Jennifer Brown,SID81070,Philosophy
Johnny Watson,SID81071,Engineering
Kimberly Ward,SID81072,Computer Science
Matthew Cook,SID81073,Computer Science
Melissa Smith,SID81074,Philosophy
Scott Castaneda,SID81075,Art
David Mccormick,SID81076,Mathematics
Allen Thompson,SID81077,Literature
Tyler Cox,SID81078,History
Julie Steele,SID81079,Philosophy
Amanda Alexander,SID81080,Biology
Howard Harper,SID81081,Economics
Heather Williams,SID81082,Psychology
Lisa Wong,SID81083,Psychology
Michael Gordon,SID81084,Engineering
Alyssa Watson,SID81085,History
Nicole White,SID81086,Computer Science
Monica Tucker,SID81087,Physics
Stephanie Romero,SID81088,Computer Science
Mr. Cameron Torres MD,SID81089,Medicine
Dawn Fisher,SID81090,Economics
Joseph Hutchinson,SID81091,Psychology
Trevor Ruiz,SID81092,Biology
Tara Taylor,SID81093,Physics
Thomas Prince,SID81094,History
Sergio Wood,SID81095,History
Kristin Mcdowell,SID81096,Biology
Carol Glover,SID81097,Medicine
Holly Taylor,SID81098,Economics
William Allen,SID81099,Philosophy
Donald Graham,SID81100,Engineering
Christian Ho,SID81101,Literature
Robert Cabrera,SID81102,Psychology
Carolyn Howard,SID81103,Philosophy
Cheyenne Larson,SID81104,Medicine
Luis Rogers,SID81105,Economics
Amber Cooper,SID81106,History
Nancy Castro,SID81107,Engineering
Renee Phillips,SID81108,Medicine
Brian Johnson,SID81109,Economics
Sarah Martin,SID81110,Philosophy
Shirley Miller,SID81111,Engineering
Phillip Reid,SID81112,Computer Science
William Johnson,SID81113,Economics
Kathy Wilson,SID81114,Medicine
Brandi Lee,SID81115,History
Michelle Gaines,SID81116,Art
Victor Mitchell,SID81117,Literature
Lindsey Peterson,SID81118,Art
Donald Stephenson MD,SID81119,Philosophy
Maureen Willis,SID81120,Biology
Michael Lopez,SID81121,Engineering
Matthew Gonzalez,SID81122,Biology
Anthony Snyder,SID81123,Physics
John Wilson,SID81124,Mathematics
Wesley Jimenez,SID81125,Literature
Jose Becker,SID81126,History
Christopher Moreno,SID81127,Economics
Lisa Gray,SID81128,Mathematics
Douglas Thomas,SID81129,Art
Virginia Smith,SID81130,Physics
Robert Jensen,SID81131,History
James Reid,SID81132,Physics
David Scott,SID81133,History
Ray Townsend,SID81134,Psychology
Sara Barrera,SID81135,Economics
Justin Johnson,SID81136,Philosophy
Maria Murphy,SID81137,Computer Science
Richard Kim,SID81138,Biology
Brandi Powell,SID81139,Art
Kelli Christensen,SID81140,Economics
Brittney Ruiz,SID81141,Art
Anthony Sanchez,SID81142,Literature
Stacy Pope,SID81143,Engineering
Amy Bell,SID81144,Physics
Timothy Wells,SID81145,Physics
Jean Logan,SID81146,Engineering
Alan Knight,SID81147,Psychology
Rebecca Oconnell DVM,SID81148,History
David Fernandez,SID81149,Economics
Jordan Nguyen,SID81150,Computer Science
Matthew Archer,SID81151,Art
Robert Horne,SID81152,Biology
Wendy Raymond,SID81153,Mathematics
Christy Lewis,SID81154,Psychology
Erin Dixon,SID81155,Literature
Jeremy Anderson,SID81156,Medicine
Vickie Lewis,SID81157,Biology
Ms. Connie Walters MD,SID81158,Economics
Heather Brady,SID81159,Biology
Aaron Thompson,SID81160,History
Emily Anderson,SID81161,History
Catherine Brady,SID81162,Biology
Maureen Montgomery,SID81163,Psychology
Brenda Marshall,SID81164,Economics
David Roberts,SID81165,Mathematics
Christian Lawrence,SID81166,Physics
Ashley Castaneda,SID81167,Mathematics
Teresa Richard,SID81168,Medicine
Ashley Phillips,SID81169,Literature
Charles Hughes,SID81170,Literature
Patty Daniels,SID81171,Economics
Kristin Bond,SID81172,Biology
Margaret Smith,SID81173,Philosophy
Michael Burke,SID81174,Philosophy
Linda Brown,SID81175,Engineering
Jack Hughes,SID81176,Art
Mark Rice,SID81177,Art
Cynthia Gilbert,SID81178,Philosophy
Catherine Nelson,SID81179,Psychology
Barry Jacobson,SID81180,Psychology
David Erickson,SID81181,Medicine
Joshua Davis,SID81182,Biology
Heather Baker,SID81183,History
Jennifer Stanley,SID81184,Mathematics
Michael Bryant,SID81185,History
Sarah Johnson,SID81186,Medicine
David Valdez,SID81187,Biology
Jacqueline Paul,SID81188,Philosophy
Jeremy Hanna,SID81189,Literature
Mrs. Laura Peters,SID81190,Engineering
Tiffany Clark,SID81191,Literature
Jacob Reed,SID81192,Art
Kathryn Wright,SID81193,Philosophy
Alicia Harris,SID81194,Biology
Joshua Scott,SID81195,Biology
Heather Fisher,SID81196,Psychology
Robert Edwards,SID81197,Physics
Lee Jones,SID81198,Philosophy
Natasha Zimmerman,SID81199,Physics
Colleen Martinez,SID81200,Computer Science
Jacob Alexander,SID81201,Medicine
Linda Ford,SID81202,Philosophy
Lauren Sanders,SID81203,Physics
Jesse Shah,SID81204,Literature
Kaitlyn Gilbert,SID81205,Psychology
Susan Griffin,SID81206,Medicine
John Hunter,SID81207,Biology
Jennifer Gonzalez,SID81208,Physics
Eric Smith,SID81209,Psychology
Megan Woods,SID81210,Engineering
Tiffany Barnett,SID81211,Biology
Cameron Kelley,SID81212,History
Jordan Cunningham,SID81213,History
Shawn West,SID81214,Biology
Jennifer Smith,SID81215,Computer Science
Larry Ruiz Jr.,SID81216,History
Deborah Frederick,SID81217,Computer Science
Tiffany Bowen,SID81218,Medicine
Francisco Johnson,SID81219,Physics
Rachel Perez,SID81220,Psychology
Emily French,SID81221,Philosophy
Jeffery Mcdonald,SID81222,Art
Deborah Morgan,SID81223,Biology
Deborah Callahan,SID81224,Biology
Kathy Smith,SID81225,Philosophy
Mrs. Aimee Villarreal,SID81226,Literature
Eric Robertson,SID81227,Psychology
John Williams,SID81228,Philosophy
Ryan Cline,SID81229,Psychology
Brandon Barnes,SID81230,Physics
Shelley Martinez,SID81231,Literature
Richard Duncan,SID81232,Engineering
Vincent Hughes,SID81233,Art
Theodore Rodgers,SID81234,Philosophy
Maria Long,SID81235,Mathematics
Nathan Dougherty,SID81236,Engineering
Sara Gonzalez,SID81237,Art
Denise Russell,SID81238,Biology
Jennifer Smith,SID81239,Literature
Jason Hamilton,SID81240,Medicine
Robert Shields,SID81241,Engineering
Robin Lewis,SID81242,Economics
Charles Green,SID81243,Economics
Adam Jones,SID81244,Biology
Alicia Mitchell,SID81245,History
Elizabeth Dougherty,SID81246,Physics
Brian Baldwin,SID81247,Medicine
Kimberly Schmidt,SID81248,History
Rodney Wallace IV,SID81249,Biology
Sean Wilson,SID81250,Engineering
Frank Ward,SID81251,Biology
Kimberly Scott,SID81252,Physics
Carolyn Williams,SID81253,Literature
Kevin Washington,SID81254,Art
Casey Arnold,SID81255,Psychology
Brian Cooper,SID81256,History
Richard Copeland,SID81257,Psychology
Charles Mullen,SID81258,Mathematics
Susan Ward,SID81259,Art
James White,SID81260,Medicine
Douglas King,SID81261,Philosophy
David Gonzales,SID81262,History
Yolanda Barajas,SID81263,Art
Rachel Moore,SID81264,Psychology
Penny Duke,SID81265,Economics
Jessica Savage,SID81266,Psychology
Christopher Jackson,SID81267,Mathematics
Matthew Ellis,SID81268,History
Olivia Miles,SID81269,Engineering
Mason Parks,SID81270,Medicine
Laura Calderon,SID81271,Mathematics
Abigail Jordan,SID81272,Psychology
Paul Adams,SID81273,Mathematics
Joseph Alexander,SID81274,Engineering
Curtis Castaneda,SID81275,Engineering
James Brooks,SID81276,Medicine
Sarah Jensen,SID81277,Computer Science
Kathryn Bell,SID81278,Biology
Jason Park,SID81279,Computer Science
Maureen Duncan MD,SID81280,Philosophy
Amanda Brown,SID81281,Philosophy
Sarah Love,SID81282,Mathematics
Vanessa Ross,SID81283,Philosophy
Veronica Bradley,SID81284,History
Tiffany Garcia,SID81285,Biology
Nicholas Johnson,SID81286,Philosophy
Ashley Lopez,SID81287,Biology
John Doyle,SID81288,Computer Science
Heather Davis,SID81289,Economics
Randy Young,SID81290,Medicine
Darrell Adams,SID81291,Philosophy
Jerry Lewis,SID81292,Economics
Angela Porter,SID81293,Mathematics
Stephanie Escobar,SID81294,Computer Science
Brian Wolfe,SID81295,Engineering
Jason Garcia,SID81296,Mathematics
Katherine Long,SID81297,Biology
William Reed,SID81298,Medicine
Mark Davis,SID81299,Art
Jason Steele,SID81300,Computer Science
Crystal Porter,SID81301,Art
Joseph Bush,SID81302,Computer Science
Lauren Mccormick,SID81303,Literature
Kathleen Buchanan,SID81304,Biology
Wendy Rangel,SID81305,Psychology
Dawn Fitzgerald,SID81306,Economics
Clarence Deleon,SID81307,Literature
Mark Miller,SID81308,Medicine
Theresa Jacobson,SID81309,Art
James Brown,SID81310,Biology
Maria Jones,SID81311,Medicine
Taylor Lopez,SID81312,Literature
Brittany Jones,SID81313,Literature
Joshua Lopez,SID81314,Engineering
Kimberly Gonzales,SID81315,Medicine
Sarah Simon,SID81316,History
Ms. Grace Thompson,SID81317,Mathematics
Troy Smith,SID81318,Computer Science
Joann Maldonado,SID81319,Psychology
Omar Hansen,SID81320,Physics
Derrick Hunt,SID81321,Biology
Gary Rasmussen,SID81322,Biology
Mary Krause,SID81323,Economics
Christian Day,SID81324,Medicine
Robin Alvarez,SID81325,Psychology
Daniel Reyes,SID81326,Literature
David Acosta,SID81327,Literature
Guy Monroe,SID81328,Art
Sheri Mason,SID81329,Art
Oscar Robinson,SID81330,Economics
Diana Boyd,SID81331,Mathematics
Michelle James,SID81332,Literature
Julie Cohen,SID81333,Mathematics
Arthur Trujillo,SID81334,Engineering
Michael Allen,SID81335,Literature
Aaron Thompson,SID81336,History
Joshua Flores,SID81337,Physics
Jessica Boone,SID81338,Philosophy
Anthony White,SID81339,Economics
Phillip Miller,SID81340,Economics
Krista Maddox,SID81341,Economics
Annette Cooley,SID81342,Mathematics
Aaron Lopez,SID81343,Engineering
William Carr,SID81344,History
Phyllis Christian,SID81345,History
